OFFENSE_CODE_GROUP,DISTRICT,REPORTING_AREA,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET
Residential Burglary,E5,556,2018,4,Wednesday,9,SEYMOUR ST
Medical Assistance,D14,794,2018,4,Wednesday,20,GLENVILLE AVE
Verbal Disputes,C11,364,2018,4,Wednesday,21,CENTRE ST
Property Found,B2, ,2018,4,Wednesday,22,CALUMET ST
Property Lost,B2,593,2018,4,Wednesday,21,JIMMY FUND WAY
Missing Person Located,A7,25,2018,4,Wednesday,21,FALCON ST
Verbal Disputes,B2,313,2018,4,Wednesday,21,WYOMING ST
Other,B3,463,2018,3,Wednesday,17,FRANKLIN HILL AVE
Fire Related Reports,B2,309,2018,4,Wednesday,20,CATAWBA ST
Property Found,D4,283,2018,4,Wednesday,21,HUNTINGTON AVE
Robbery,B2,290,2018,4,Wednesday,21,ROXBURY ST
Simple Assault,B2,290,2018,4,Wednesday,21,ROXBURY ST
Larceny,D4,627,2018,4,Wednesday,19,BOYLSTON ST
Larceny From Motor Vehicle,B2,604,2018,4,Wednesday,21,DARLING ST
Fraud,B3,439,2018,4,Wednesday,21,CALLENDER ST
Larceny,E18,532,2018,4,Wednesday,6,READVILLE ST
Drug Violation,D4,130,2018,4,Wednesday,20,STUART ST
Operating Under the Influence,D4,130,2018,4,Wednesday,20,STUART ST
Investigate Person,C11,340,2018,4,Wednesday,21,MOUNT IDA RD
Medical Assistance,E18,545,2018,4,Wednesday,20,WEST ST
Verbal Disputes,E18,545,2018,4,Wednesday,20,WEST ST
Missing Person Reported,B2,613,2018,4,Wednesday,17,PILGRIM RD
Medical Assistance,E18,494,2018,4,Wednesday,19,CENTRAL AVE
Auto Theft Recovery,A7,20,2018,4,Wednesday,19,BREMEN ST
Towed,C6,206,2018,4,Wednesday,19,NORTHERN AVE
Investigate Person,B3,451,2018,4,Wednesday,19,WHEATLAND AVE
Verbal Disputes,B3,425,2018,4,Wednesday,19,FREMONT ST
Investigate Person,E13,303,2018,4,Wednesday,20,AMORY AVE
Medical Assistance,D14,815,2018,4,Wednesday,19,BRADBURY ST
Property Found,E18,503,2018,4,Wednesday,20,AMERICAN LEGION HWY
Investigate Property,E5,723,2018,4,Wednesday,19,VFW PKWY
Motor Vehicle Accident Response,C11,345,2018,4,Monday,18,BENTHAM RD
Larceny,D4,149,2018,4,Wednesday,19,W NEWTON ST
Fire Related Reports,A1,67,2018,4,Wednesday,19,GARDEN ST
Harassment,B2,267,2018,4,Wednesday,20,MOUNT PLEASANT AVE
Drug Violation,B3,444,2018,4,Wednesday,19,AMERICAN LEGION HWY
Larceny,A1,111,2018,4,Wednesday,17,AVERY ST
Simple Assault,D4,624,2018,4,Wednesday,19,YAWKEY WAY
Drug Violation,D4,624,2018,4,Wednesday,19,YAWKEY WAY
Disorderly Conduct,D4,624,2018,4,Wednesday,19,YAWKEY WAY
Other,D4,624,2018,4,Wednesday,19,YAWKEY WAY
Police Service Incidents,E5,558,2018,3,Friday,13,SYCAMORE ST
Drug Violation,C6,936,2018,4,Wednesday,19,ORTON-MAROTTA WAY
Simple Assault,B3,463,2018,4,Wednesday,18,BLUE HILL AVE
Other,B2,316,2018,4,Wednesday,18,RUTHVEN ST
Missing Person Located,B2,276,2018,4,Wednesday,17,KERR PL
Motor Vehicle Accident Response,B3,443,2018,4,Wednesday,19,HARVARD ST
Criminal Harassment,D4,626,2018,4,Wednesday,18,PETERBOROUGH ST
Larceny,B2,605,2018,4,Wednesday,18,PARKER HILL AVE
Medical Assistance,B3,469,2018,4,Wednesday,18,BLUE HILL AVE
Simple Assault,B2,281,2018,4,Wednesday,18,KEARSARGE AVE
Motor Vehicle Accident Response,A15, ,2018,4,Wednesday,17,RUTHERFORD AVE
Investigate Property,A1,117,2018,4,Wednesday,13,ESSEX ST
Confidence Games,D4,597,2018,4,Wednesday,7,TREMONT ST
Violations,B2,281,2018,4,Wednesday,17,DUDLEY ST
Drug Violation,A1,116,2018,4,Wednesday,17,HARRISON AVE
Motor Vehicle Accident Response,D4,130,2018,4,Wednesday,13,STUART ST
Drug Violation,A1,111,2018,4,Wednesday,17,WEST ST
Missing Person Reported,C6,914,2018,4,Wednesday,15,DR. MICHAEL GAVIN WAY
Investigate Property,C6,914,2018,4,Wednesday,15,DR. MICHAEL GAVIN WAY
Medical Assistance,E5,289,2018,4,Wednesday,17,SCHROEDER PLZ
Fraud,B2,281,2018,4,Wednesday,18,MORELAND ST
Simple Assault,B2,259,2018,4,Wednesday,17,MAGNOLIA ST
Verbal Disputes,B2,259,2018,4,Wednesday,17,MAGNOLIA ST
Violations,C11,362,2018,4,Wednesday,17,MELVILLE AVE
Investigate Person,E13,654,2018,4,Wednesday,16,POND ST
Simple Assault,B3,450,2018,4,Wednesday,17,DUNLAP ST
Medical Assistance,C6,226,2018,4,Wednesday,10,E FOURTH ST
Larceny From Motor Vehicle,A1,66,2018,4,Tuesday,18,CHARLES ST
Medical Assistance,C11,402,2018,4,Wednesday,17,BAILEY ST
Investigate Person,B3,445,2018,4,Wednesday,17,BRENTON ST
Investigate Property,A1,61,2018,4,Wednesday,17,LEGENDS WAY
Simple Assault,E5,564,2018,4,Wednesday,16,WASHINGTON ST
Other,E18,518,2018,4,Wednesday,16,GARFIELD AVE
Violations,D14,924,2018,4,Wednesday,17,WASHINGTON ST
Simple Assault,C6,211,2018,4,Wednesday,17,E ST
Investigate Property,D14,778,2018,4,Wednesday,17,WASHINGTON ST
Other,C11,240,2018,4,Wednesday,17,CONRAD ST
Vandalism,B2,276,2018,4,Wednesday,17,DEWITT DR
Investigate Person,C11,450,2018,4,Wednesday,16,WASHINGTON ST
Simple Assault,B3,425,2018,4,Wednesday,16,FREMONT ST
Verbal Disputes,C11,352,2018,4,Wednesday,16,CHARLES ST
Larceny,C11,355,2018,4,Wednesday,15,NEPONSET AVE
Simple Assault,C6,192,2018,4,Wednesday,16,PREBLE ST
Violations,B2, ,2018,4,Wednesday,16,DUDLEY ST
Other,B2, ,2018,4,Wednesday,16,DUDLEY ST
Violations,B2, ,2018,4,Wednesday,16,DUDLEY ST
Drug Violation,D4,285,2018,4,Wednesday,16,TREMONT ST
Drug Violation,D4,285,2018,4,Wednesday,16,TREMONT ST
Motor Vehicle Accident Response,C11,257,2018,4,Tuesday,15,HANCOCK ST
Larceny,D4,147,2018,4,Wednesday,16,MASSACHUSETTS AVE
Motor Vehicle Accident Response,C6,174,2018,4,Wednesday,15,DORCHESTER AVE
Medical Assistance,C11,348,2018,4,Wednesday,16,FREEPORT ST
Residential Burglary,E5,710,2018,4,Wednesday,6,WASHINGTON ST
Larceny,D14,782,2018,4,Wednesday,11,GUILFORD ST
Service,B2,268,2018,4,Wednesday,15,EUSTIS ST
Robbery,B2,329,2018,4,Wednesday,15,BLUE HILL AVE
Violations,A1,76,2018,4,Wednesday,15,CANAL ST
Investigate Person,D4,143,2018,4,Wednesday,15,DALTON ST
Drug Violation,D4,270,2018,4,Wednesday,16,HARRISON AVE
Property Found,E18,520,2018,4,Wednesday,16,HYDE PARK AVE
Property Found,B3,457,2018,4,Sunday,8,CHARLOTTE ST
Medical Assistance,E5,563,2018,4,Wednesday,15,FAWNDALE RD
Motor Vehicle Accident Response,B2, ,2018,4,Wednesday,15,BLUE HILL AVE
Motor Vehicle Accident Response,B3,464,2018,4,Wednesday,15,BLUE HILL AVE
Drug Violation,A1,167,2018,4,Wednesday,14,HARRISON AVE
Motor Vehicle Accident Response,D14,780,2018,4,Sunday,11,GARDENA ST
Medical Assistance,D4,137,2018,4,Wednesday,14,NEWBURY ST
Investigate Property,A7,4,2018,4,Wednesday,13,SARATOGA ST
Residential Burglary,D4,625,2018,4,Wednesday,14,PARK DR
Auto Theft,C11,246,2018,9,Saturday,19,SUDAN ST
Investigate Property,D14,778,2018,4,Wednesday,15,WASHINGTON ST
Simple Assault,A1,111,2018,1,Tuesday,15,BOYLSTON ST
Drug Violation,E18,494,2018,4,Wednesday,15,ARLINGTON ST
Investigate Person,C6,186,2018,4,Wednesday,14,WILLOW CT
Verbal Disputes,E18,545,2018,4,Wednesday,14,MYOPIA RD
Towed,C11,342,2018,4,Wednesday,11,BOWDOIN ST
Property Lost,A1,111,2018,4,Friday,12,BOYLSTON ST
Verbal Disputes,B2,309,2018,4,Wednesday,14,MARTIN LUTHER KING JR BLV
Investigate Person,D4,130,2018,4,Wednesday,14,BOYLSTON ST
Medical Assistance,C11,397,2018,4,Wednesday,14,CENTRE ST
Property Lost,D4,172,2018,3,Friday,17,MORRISEY BLVD
Investigate Person,B2,281,2018,4,Monday,18,WARREN PL
Other,C6, ,2018,4,Wednesday,14,DISTRICT AVE
Motor Vehicle Accident Response,C11, ,2018,4,Wednesday,14,GENEVA AVE
Simple Assault,A1,96,2018,4,Wednesday,14,ROWES WHRF
Larceny,A7,26,2018,4,Wednesday,14,BORDER ST
Medical Assistance,A1,117,2018,4,Wednesday,13,HARRISON AVE
Investigate Property,A1,75,2018,4,Wednesday,14,MERRIMAC ST
Property Found,E5,729,2018,4,Wednesday,14,VFW PKWY
Restraining Order Violations,C11,359,2018,3,Friday,14,WASHINGTON ST
Simple Assault,B2,313,2018,4,Wednesday,13,HUMBOLDT AVE
Property Lost,A7,23,2018,11,Thursday,14,MARION ST
Commercial Burglary,A1,108,2018,4,Friday,17,CONGRESS ST
Harassment,E5,822,2018,4,Wednesday,13,CROWN POINT DR
Medical Assistance,C11,403,2018,4,Wednesday,13,CROFTLAND AVE
Larceny From Motor Vehicle,C6,213,2018,4,Tuesday,16,W THIRD ST
Medical Assistance,D4,620,2018,4,Wednesday,13,BURBANK ST
Simple Assault,B3,445,2018,4,Wednesday,11,GLENWAY ST
Other,B3,445,2018,4,Wednesday,11,GLENWAY ST
Investigate Person,B3,432,2018,4,Wednesday,12,LAURIAT ST
Motor Vehicle Accident Response,D14,749,2018,4,Wednesday,12,CHESTNUT HILL AVE
Larceny,D4,619,2018,4,Wednesday,13,WESTLAND AVE
Simple Assault,D4,619,2018,4,Wednesday,13,WESTLAND AVE
Warrant Arrests,D4,619,2018,4,Wednesday,13,WESTLAND AVE
Operating Under the Influence,A1, ,2018,4,Wednesday,13,STUART ST
Larceny,D14,791,2018,3,Saturday,9,COMMONWEALTH AVE
Auto Theft,A7,22,2018,4,Tuesday,19,MARION ST
Residential Burglary,A7,25,2018,4,Wednesday,12,FALCON ST
Other,E5,558,2018,4,Monday,11,CUMMINS HWY
Auto Theft,B3,444,2018,4,Tuesday,18,WALES ST
Drug Violation,B2,179,2018,4,Wednesday,13,GERARD ST
Drug Violation,B2,179,2018,4,Wednesday,13,GERARD ST
Warrant Arrests,B2,179,2018,4,Wednesday,13,GERARD ST
Investigate Person,E13,916,2018,4,Wednesday,12,BICKFORD ST
Towed,C11,344,2018,4,Wednesday,12,CORONA ST
Larceny,B3,476,2018,4,Wednesday,12,BLUE HILL AVE
Medical Assistance,E5,677,2018,4,Wednesday,13,CENTRE ST
Medical Assistance,B2,613,2018,4,Wednesday,12,JOSLIN PL
Property Found,C11,358,2018,4,Sunday,18,VINSON ST
Vandalism,D14,767,2018,4,Wednesday,3,SOLDIERS FIELD RD
Aggravated Assault,A1,102,2018,4,Wednesday,12,WINTER ST
Larceny,A1,102,2018,4,Wednesday,12,WINTER ST
Warrant Arrests,A1,102,2018,4,Wednesday,12,WINTER ST
Vandalism,B2,293,2018,4,Wednesday,0,LAMBERT AVE
Other,B3,476,2018,4,Wednesday,12,BLUE HILL AVE
Simple Assault,E18,539,2018,4,Friday,12,SUNNYSIDE ST
Larceny,A1,63,2018,2,Wednesday,20,NEW SUDBURY ST
Other,A1,77,2018,4,Wednesday,12,CONGRESS ST
Phone Call Complaints,A15,38,2018,4,Wednesday,12,FIRST AVE
Towed,E13,652,2018,4,Wednesday,10,SOUTH ST
Vandalism,B2,268,2018,4,Tuesday,22,DEVON ST
Larceny,C6,186,2018,4,Tuesday,20,ALLSTATE RD
Larceny,B3,476,2018,4,Wednesday,11,CUMMINS HWY
Residential Burglary,D4,154,2018,4,Wednesday,10,W NEWTON ST
Medical Assistance,D14,752,2018,4,Monday,14,LANGLEY RD
Violations,B2,294,2018,4,Wednesday,11,AKRON ST
Fraud,B2,324,2018,4,Wednesday,11,BLUE HILL AVE
Larceny,D14,758,2018,4,Wednesday,10,WASHINGTON ST
Investigate Person,A1,76,2018,4,Wednesday,11,CANAL ST
Other,C6,216,2018,4,Wednesday,11,GUSTIN ST
Investigate Person,A1,63,2018,4,Wednesday,10,LONGFELLOW PL
Medical Assistance,D4,273,2018,4,Wednesday,11,LENOX ST
Verbal Disputes,D4,273,2018,4,Wednesday,11,LENOX ST
Other,A1,117,2018,4,Wednesday,11,BOYLSTON ST
Simple Assault,C6,175,2018,4,Wednesday,11,SOUTHAMPTON ST
Larceny,D4,143,2018,4,Wednesday,11,BOYLSTON ST
Police Service Incidents,E13,582,2018,4,Wednesday,11,CENTRE ST
Restraining Order Violations,C11,344,2018,2,Wednesday,19,CORONA ST
Larceny From Motor Vehicle,D4,172,2018,4,Saturday,22,ALBANY ST
Robbery,D4, ,2018,4,Wednesday,11,ALBANY ST
Aggravated Assault,D4, ,2018,4,Wednesday,11,ALBANY ST
Larceny,C11,450,2018,4,Wednesday,7,WASHINGTON ST
Verbal Disputes,E5,822,2018,4,Wednesday,10,GEORGETOWNE DR
Other,C11,341,2018,4,Thursday,11,HAMILTON ST
Motor Vehicle Accident Response,D4,162,2018,4,Wednesday,11,TRAVELER ST
Motor Vehicle Accident Response,B2,259,2018,4,Wednesday,11,
Auto Theft Recovery,D4,270,2018,4,Wednesday,9,HARRISON AVE
Medical Assistance,B2,306,2018,4,Wednesday,11,CODMAN PARK
Police Service Incidents,B3,466,2018,4,Wednesday,10,DEERING RD
Other,D4,134,2018,4,Wednesday,10,BOYLSTON ST
Recovered Stolen Property,D4,134,2018,4,Wednesday,10,BOYLSTON ST
Drug Violation,C11,337,2018,4,Wednesday,10,GENEVA AVE
Violations,C11,817,2018,4,Wednesday,10,TALBOT AVE
Other,C6,214,2018,2,Wednesday,12,SILVER ST
Medical Assistance,E18,522,2018,4,Wednesday,10,HYDE PARK AVE
Landlord/Tenant Disputes,B3,428,2018,4,Wednesday,10,ASTORIA ST
Larceny,D14,769,2018,3,Friday,0,MARKET ST
Missing Person Reported,B2,330,2018,4,Sunday,22,WASHINGTON ST
Missing Person Located,B2,330,2018,4,Sunday,22,WASHINGTON ST
Vandalism,B2,281,2018,4,Tuesday,7,WINTHROP ST
Prisoner Related Incidents,B2,281,2018,4,Wednesday,10,DUDLEY ST
Investigate Person,A1,94,2018,4,Wednesday,10,STATE ST
Confidence Games,A1,78,2018,7,Thursday,0,UNION ST
Larceny From Motor Vehicle,B2,329,2018,4,Saturday,10,DEVON ST
Investigate Person,E18,520,2018,4,Wednesday,10,RIVER ST
Motor Vehicle Accident Response,A15,57,2018,4,Saturday,22,LEXINGTON ST
Residential Burglary,E5,556,2018,4,Wednesday,10,BROWN AVE
Violations,B3,437,2018,4,Wednesday,10,NORFOLK ST
Violations,B3,437,2018,4,Wednesday,10,NORFOLK ST
Confidence Games,A1,121,2018,4,Monday,0,TREMONT ST
Medical Assistance,C11,382,2018,4,Wednesday,10,MYRTLEBANK AVE
Search Warrants,E5,563,2018,4,Wednesday,10,FAWNDALE RD
Vandalism,B2,291,2018,4,Tuesday,2,CENTRE ST
Simple Assault,C11,335,2018,4,Wednesday,9,BOWDOIN ST
Other,B2,282,2018,4,Wednesday,10,WASHINGTON ST
Fraud,B3,443,2018,7,Thursday,0,WARNER ST
Motor Vehicle Accident Response,B2,257,2018,4,Wednesday,9,HANCOCK ST
Vandalism,A1,93,2018,4,Tuesday,13,NORTH ST
Property Lost,C11,405,2018,4,Wednesday,9,WASHINGTON ST
Larceny,C6,205,2018,3,Monday,10,MELCHER ST
Simple Assault,B2,328,2018,4,Wednesday,10,COLUMBIA RD
Harassment,E13,570,2018,4,Wednesday,10,FOREST HILLS ST
Other,C11,337,2018,4,Wednesday,9,EVERTON ST
Robbery,E5,564,2018,4,Wednesday,10,WASHINGTON ST
Larceny From Motor Vehicle,B2,329,2018,4,Wednesday,0,BISHOP JOE L SMITH WAY
Investigate Person,B2,331,2018,3,Thursday,0,DRAYTON AVE
Larceny From Motor Vehicle,C6,202,2018,4,Tuesday,22,C ST
Investigate Person,C6,202,2018,4,Wednesday,9,D ST
Investigate Person,E13,572,2018,4,Wednesday,9,CLEAVES ST
Residential Burglary,C11,393,2018,4,Wednesday,8,MONSIGNOR PATRICK J. LYDO
Robbery,A7,16,2018,4,Wednesday,9,NEPTUNE RD
Medical Assistance,A1,111,2018,4,Wednesday,7,WINTER ST
Medical Assistance,B2,292,2018,4,Wednesday,8,JOHN ELIOT SQ
Property Lost,B3,440,2018,4,Sunday,0,TALBOT AVE
Other,A1,119,2018,4,Wednesday,8,TREMONT ST
Simple Assault,B2,331,2018,4,Friday,19,SAYWARD ST
Motor Vehicle Accident Response,C11,360,2018,4,Wednesday,8,DORCHESTER AVE
Larceny From Motor Vehicle,B2,300,2018,4,Wednesday,1,DALE ST
Larceny From Motor Vehicle,D14,775,2018,4,Tuesday,18,WALLINGFORD RD
Towed,C11,355,2018,4,Wednesday,7,DIX ST
Larceny From Motor Vehicle,C6,193,2018,4,Tuesday,9,WARD ST
Motor Vehicle Accident Response,C11,345,2018,4,Wednesday,7,WESTVILLE ST
Property Lost,E18,537,2018,3,Wednesday,16,RALDNE RD
Other,A1,77,2018,4,Wednesday,8,CONGRESS ST
Property Found,C6,211,2018,4,Wednesday,8,W SECOND ST
Larceny From Motor Vehicle,C6,220,2018,4,Wednesday,0,G ST
Larceny From Motor Vehicle,C6,211,2018,4,Tuesday,20,E ST
Larceny From Motor Vehicle,E18,516,2018,4,Wednesday,8,HIGHLAND ST
Motor Vehicle Accident Response,D4, ,2018,4,Thursday,18,DARTMOUTH ST
Verbal Disputes,B2,311,2018,4,Wednesday,7,WARREN ST
Motor Vehicle Accident Response,D4,274,2018,4,Wednesday,7,CAMDEN ST
Vandalism,E18,521,2018,4,Tuesday,20,DANA AVE
Other,A1,111,2018,4,Wednesday,6,WINTER ST
Medical Assistance,C11,388,2018,4,Wednesday,3,ADAMS ST
Verbal Disputes,C6,177,2018,4,Wednesday,3,SOUTHAMPTON ST
Medical Assistance,A1,63,2018,4,Wednesday,3,NEW SUDBURY ST
Medical Assistance,D14,771,2018,4,Wednesday,2,BALDWIN PL
Medical Assistance,A1,75,2018,4,Wednesday,2,FRIEND ST
Fire Related Reports,E13,307,2018,4,Wednesday,1,WALNUT PARK
Investigate Person,C6,203,2018,4,Wednesday,1,SUMMER ST
Investigate Person,B3,452,2018,4,Wednesday,2,KENBERMA RD
Police Service Incidents,C6,234,2018,4,Wednesday,1,E SEVENTH ST
Verbal Disputes,C11,393,2018,4,Wednesday,0,MONSIGNOR PATRICK J. LYDO
Robbery,D14,783,2018,4,Tuesday,22,COMMONWEALTH AVE
Warrant Arrests,D4,142,2018,4,Wednesday,0,HEREFORD ST
Fraud,D4,142,2018,4,Wednesday,0,HEREFORD ST
Recovered Stolen Property,D4,142,2018,4,Wednesday,0,HEREFORD ST
Firearm Violations,D4,142,2018,4,Wednesday,0,HEREFORD ST
Motor Vehicle Accident Response,B2,181,2018,4,Tuesday,23,GEORGE ST
Simple Assault,D4,285,2018,4,Wednesday,0,TREMONT ST
Police Service Incidents,D4,270,2018,4,Tuesday,23,HARRISON AVE
Missing Person Located,D4,270,2018,4,Tuesday,23,HARRISON AVE
Verbal Disputes,B2,318,2018,4,Tuesday,23,HUMBOLDT AVE
License Violation,D4,130,2018,4,Tuesday,23,SAINT JAMES AVE
Missing Person Located,B3,420,2018,4,Tuesday,22,MORTON ST
Firearm Violations,E5,748,2018,4,Tuesday,16,INDEPENDENCE DR
Investigate Person,B3,418,2018,4,Tuesday,22,FULLER ST
Homicide,A1,61,2018,4,Tuesday,22,CAUSEWAY ST
Motor Vehicle Accident Response,D4,274,2018,4,Tuesday,21,CAMDEN ST
Motor Vehicle Accident Response,B3,439,2018,4,Tuesday,22,BLUE HILL AVE
Residential Burglary,B2,330,2018,4,Tuesday,21,SEAVER ST
Other,B2,330,2018,4,Tuesday,21,SEAVER ST
Verbal Disputes,B3,437,2018,4,Tuesday,21,SOUTHERN AVE
Larceny From Motor Vehicle,B2,294,2018,4,Tuesday,22,REGENT ST
Simple Assault,D4,273,2018,4,Tuesday,22,MASSACHUSETTS AVE
Vandalism,D4,273,2018,4,Tuesday,22,MASSACHUSETTS AVE
Medical Assistance,E13,657,2018,4,Tuesday,20,CENTRE ST
Fraud,C11,241,2018,4,Tuesday,21,SUMNER ST
Towed,B2,327,2018,4,Tuesday,21,MAGNOLIA ST
Other,B2,327,2018,4,Tuesday,21,MAGNOLIA ST
Warrant Arrests,A1,63,2018,4,Tuesday,21,NEW SUDBURY ST
Auto Theft,B3,432,2018,4,Friday,6,HANNON ST
Towed,A1, ,2018,4,Tuesday,20,ATLANTIC AVE
Simple Assault,C6,206,2018,4,Saturday,1,SEAPORT BLVD
License Plate Related Incidents,B2,237,2018,4,Tuesday,21,CAWFIELD ST
Investigate Person,D4,133,2018,4,Tuesday,20,NEWBURY ST
Aggravated Assault,A7,15,2018,4,Tuesday,20,BENNINGTON ST
Simple Assault,A7,15,2018,4,Tuesday,20,BENNINGTON ST
Motor Vehicle Accident Response,B2,605,2018,4,Tuesday,21,MISSION ST
Disorderly Conduct,B2,326,2018,4,Tuesday,18,QUINCY ST
Aggravated Assault,B2,326,2018,4,Tuesday,18,QUINCY ST
Simple Assault,B2,326,2018,4,Tuesday,18,QUINCY ST
Vandalism,B2,326,2018,4,Tuesday,18,QUINCY ST
Other,B2,326,2018,4,Tuesday,18,QUINCY ST
Larceny From Motor Vehicle,A1,113,2018,4,Tuesday,17,AVENUE DE LAFAYETTE
Larceny,B3,444,2018,4,Tuesday,16,BLUE HILL AVE
Larceny,A1,93,2018,4,Tuesday,19,FANEUIL HALL MARKETPLACE
Medical Assistance,A7,20,2018,4,Tuesday,19,BROOKS ST
Larceny,C11,358,2018,4,Tuesday,20,WASHINGTON ST
Investigate Property,E18,520,2018,4,Tuesday,16,HYDE PARK AVE
Violations,A1,124,2018,4,Tuesday,19,ALBANY ST
Motor Vehicle Accident Response,A1,124,2018,4,Tuesday,19,ALBANY ST
Drug Violation,B2,296,2018,4,Tuesday,20,DUNREATH ST
Motor Vehicle Accident Response,E18,503,2018,4,Tuesday,17,AMERICAN LEGION HWY
Robbery,B3,468,2018,4,Tuesday,19,WELLINGTON HILL ST
Larceny,B3,468,2018,4,Tuesday,19,WELLINGTON HILL ST
Simple Assault,D14,767,2018,4,Tuesday,18,SOLDIERS FIELD RD
Drug Violation,C6,234,2018,4,Tuesday,19,E EIGHTH ST
Operating Under the Influence,C6,234,2018,4,Tuesday,19,E EIGHTH ST
Other,C6,234,2018,4,Tuesday,19,E EIGHTH ST
Property Found,D14,789,2018,4,Tuesday,19,ENGLEWOOD AVE
Drug Violation,B2,328,2018,4,Tuesday,18,MASCOMA ST
Harassment,C11,246,2018,3,Thursday,0,SYDNEY ST
Investigate Person,B2,318,2018,4,Tuesday,18,HOMESTEAD ST
Drug Violation,B2, ,2018,4,Tuesday,18,MARTIN LUTHER KING JR BLV
Property Found,E5,289,2018,4,Tuesday,19,SCHROEDER PLZ
Larceny,E5,703,2018,4,Tuesday,17,CENTRE ST
Residential Burglary,C11,257,2018,4,Tuesday,6,STOUGHTON STREET PL
Vandalism,C11,358,2018,4,Tuesday,18,LARCHMONT ST
Larceny,D4,619,2018,4,Tuesday,18,MASSACHUSETTS AVE
Motor Vehicle Accident Response,B2,593,2018,4,Tuesday,19,FRANCIS ST
Aggravated Assault,B2,268,2018,4,Tuesday,18,EUSTIS ST
Medical Assistance,B3,423,2018,4,Tuesday,18,NEWCROFT CIR
Drug Violation,D4,905,2018,4,Tuesday,13,HARRISON AVE
Warrant Arrests,D4,905,2018,4,Tuesday,13,HARRISON AVE
Drug Violation,A15,900,2018,4,Tuesday,18,BUNKER HILL ST
Drug Violation,A15,900,2018,4,Tuesday,18,BUNKER HILL ST
Drug Violation,A15,900,2018,4,Tuesday,18,BUNKER HILL ST
Drug Violation,A15,900,2018,4,Tuesday,18,BUNKER HILL ST
Drug Violation,A1,63,2018,4,Tuesday,17,NEW SUDBURY ST
Investigate Person,B3,435,2018,4,Tuesday,18,PEACEVALE RD
Simple Assault,A1,111,2018,4,Tuesday,18,TEMPLE PL
Harassment,D4,152,2018,4,Saturday,0,CLARENDON ST
Investigate Property,E5,748,2018,4,Tuesday,14,INDEPENDENCE DR
Firearm Violations,E5,748,2018,4,Tuesday,14,INDEPENDENCE DR
Confidence Games,E18,525,2018,4,Thursday,10,NEPONSET VALLEY PKWY
Investigate Property,E13,583,2018,4,Tuesday,8,HEATH ST
Property Lost,B2,290,2018,4,Tuesday,18,MALCOLM X BLVD
Larceny,B2,616,2018,4,Tuesday,18,TETLOW ST
Recovered Stolen Property,B2,616,2018,4,Tuesday,18,TETLOW ST
Drug Violation,E5,691,2018,4,Sunday,18,CENTRE ST
Confidence Games,D14,777,2018,4,Monday,18,WASHINGTON ST
Property Found,E5,289,2018,4,Tuesday,18,SCHROEDER PLZ
Medical Assistance,C11,402,2018,4,Tuesday,17,WASHINGTON ST
Other,E18,516,2018,4,Tuesday,17,TRUMAN PKWY
Investigate Person,, ,2018,4,Tuesday,17,DISTRICT WIDE
Motor Vehicle Accident Response,E13,578,2018,4,Tuesday,18,FORBES ST
Drug Violation,B2,257,2018,4,Tuesday,16,HANCOCK ST
Drug Violation,B2,257,2018,4,Tuesday,16,HANCOCK ST
Drug Violation,B2,332,2018,4,Tuesday,18,COLUMBIA RD
Simple Assault,B3,943,2018,4,Tuesday,17,STANDARD ST
Ballistics,E18,493,2018,4,Tuesday,7,WOOD AVE
Investigate Property,B3,422,2018,4,Tuesday,17,RIVER ST
Simple Assault,B2,309,2018,4,Tuesday,17,HUMBOLDT AVE
Simple Assault,C11,352,2018,4,Tuesday,17,LEROY ST
Property Related Damage,B2,321,2018,4,Tuesday,15,BLUE HILL AVE
Verbal Disputes,B3,944,2018,4,Tuesday,17,STRATTON ST
Confidence Games,D4,271,2018,4,Tuesday,18,WASHINGTON ST
Medical Assistance,A1,111,2018,4,Tuesday,16,TREMONT ST
License Violation,D4,137,2018,4,Tuesday,17,NEWBURY ST
Vandalism,C6,222,2018,4,Tuesday,17,I ST
Larceny,D4,620,2018,3,Monday,9,MASSACHUSETTS AVE
Medical Assistance,B2,290,2018,4,Tuesday,16,ROXBURY ST
Property Found,E5,289,2018,4,Tuesday,17,SCHROEDER PLZ
Larceny,C11,248,2018,4,Tuesday,17,DORCHESTER AVE
Investigate Person,E18,957,2018,4,Tuesday,16,CLIFFMONT ST
Larceny,A1,94,2018,4,Tuesday,15,FANEUIL HALL MARKETPLACE
Landlord/Tenant Disputes,C11,376,2018,4,Tuesday,16,WALNUT ST
Investigate Property,C6,175,2018,4,Tuesday,17,GIBSON ST
Investigate Person,B2,311,2018,4,Tuesday,15,WARREN ST
Motor Vehicle Accident Response,D4,134,2018,4,Tuesday,16,NEWBURY ST
Larceny,E5,562,2018,4,Tuesday,16,WASHINGTON ST
Police Service Incidents,E5,562,2018,4,Tuesday,16,WASHINGTON ST
Confidence Games,E18,513,2018,4,Tuesday,8,NORWAY PARK
Medical Assistance,B3,944,2018,4,Tuesday,16,STRATTON ST
Property Lost,D4,594,2018,4,Tuesday,15,HUNTINGTON AVE
Larceny,D4,137,2018,4,Tuesday,16,NEWBURY ST
Larceny,E13,304,2018,4,Tuesday,14,COLUMBUS AVE
Towed,B3,437,2018,4,Tuesday,16,SOUTHERN AVE
